Area,Block,Restaurant,Category,Item,Variant,Price,Notes
Uni-Hospital,CC,Bokkitokki,MOMOS (Kurkure 6pc / Fried 7pc / Steam 8pc),Cheesy Corn Momo,,100,
Uni-Hospital,CC,Bokkitokki,GRAVY MOMO,Spicy Chilly Momo,,90,
Uni-Hospital,CC,Bokkitokki,GRAVY MOMO,Tandoori Gravy Momo,,90,
Uni-Hospital,CC,Bokkitokki,GRAVY MOMO,Peanut Jhol Momo,,90,
Uni-Hospital,CC,Bokkitokki,GRAVY MOMO,Malai Creamy Momo,,90,
Uni-Hospital,CC,Bokkitokki,GRAVY MOMO,Special Makhni Momo,,90,
Uni-Hospital,CC,Bokkitokki,RAMYUN,Veg Ramen Bowl (Soupy),,70,
Uni-Hospital,CC,Bokkitokki,RAMYUN,Chilly Oil Ramen (Dry),,70,
Uni-Hospital,CC,Bokkitokki,RAMYUN,Kimchi Kick Ramen (Dry),,70,
Uni-Hospital,CC,Bokkitokki,RAMYUN,Momo Love Ramen (Soupy),,90,
Uni-Hospital,CC,Bokkitokki,SPRING ROLLS,Veg Spring Rolls,,70,
Uni-Hospital,CC,Bokkitokki,SPRING ROLLS,Noodle Spring Rolls,,70,
Uni-Hospital,CC,Bokkitokki,SPRING ROLLS,Cheese & Corn Spring Rolls,,90,
Uni-Hospital,CC,Bokkitokki,TTEOKBOKKI,Gochujang Seoul Tteok,,130,
Uni-Hospital,CC,Bokkitokki,TTEOKBOKKI,Super Cheesy Tteok,,150,
Uni-Hospital,CC,Bokkitokki,TTEOKBOKKI,Makhni Fry Tteok,,150,
Uni-Hospital,CC,Bokkitokki,RABOKKI,RaBokki (Ramyun + Tteokbokki),,130,
Uni-Hospital,CC,Bokkitokki,CORN DOG / KIMCHI FRIES,Corn Dog,,100,
Uni-Hospital,CC,Bokkitokki,CORN DOG / KIMCHI FRIES,Kimchi Fries,,80,
Uni-Hospital,CC,Bokkitokki,LAPHINGS,Wai Wai Laphing,,80,
Uni-Hospital,CC,Bokkitokki,LAPHINGS,Wai Wai Laphing Soup,,90,
Uni-Hospital,CC,Bokkitokki,GIMBAP / SUSHI,Veg Gimbap,,100,
Uni-Hospital,CC,Bokkitokki,GIMBAP / SUSHI,Crispy Patty Gimbap,,130,
Uni-Hospital,CC,Bokkitokki,GIMBAP / SUSHI,Crispy Paneer Gimbap,,150,
Uni-Hospital,CC,Bokkitokki,BOBA TEA,Peach Boba,,80,
Uni-Hospital,CC,Bokkitokki,BOBA TEA,Taro Milk Boba Tea,,80,
Uni-Hospital,CC,Bokkitokki,BOBA TEA,Cold Coffee Boba,,80,
Uni-Hospital,CC,Bokkitokki,BOBA TEA,Hazelnut Cold Coffee Boba,,90,
Uni-Hospital,CC,Bokkitokki,MATCHA TEA,Matcha Latte Love,,100,
Uni-Hospital,CC,Bokkitokki,MATCHA TEA,Taro Milk Matcha,,110,
Uni-Hospital,CC,Bokkitokki,MATCHA TEA,Strawberry Matcha Crush,,110,
Uni-Hospital,CC,Bokkitokki,MOJITO,Green Apple Mojito,,60,
Uni-Hospital,CC,Bokkitokki,MOJITO,Virgin Mojito,,60,
Uni-Hospital,CC,Bokkitokki,MOJITO,Blue Lemonade Mojito,,60,
Uni-Hospital,CC,Bokkitokki,MOJITO,Peach Iced Tea,,60,
Uni-Hospital,CC,Bokkitokki,MOJITO,Strawberry Mojito,,60,
Uni-Hospital,CC,Bokkitokki,EXTRAS,Chilly Oil,,5,
Uni-Hospital,CC,Bokkitokki,EXTRAS,Kimchi,,5,
Uni-Hospital,CC,Bokkitokki,EXTRAS,Cheese Slice,,10,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Honey Chilly,,70,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Chilly Potato,,70,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Peri Peri Fries,,70,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Salted Fries,,60,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Cheese Fries,,100,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Loaded Fries,,120,
Uni-Hospital,CC,ChineseCafe,FRY POTATOES,Spring Potato,,50,
Uni-Hospital,CC,ChineseCafe,INDO-CHINESE DISHES,Paneer Manchurian,,100,
Uni-Hospital,CC,ChineseCafe,INDO-CHINESE DISHES,Manchurian - Dry/Gravy,,80,
Uni-Hospital,CC,ChineseCafe,INDO-CHINESE DISHES,Gobhi Chilly,,80,
Uni-Hospital,CC,ChineseCafe,INDO-CHINESE DISHES,Cheese Chilly Dry/Gravy,,100,
Uni-Hospital,CC,ChineseCafe,INDO-CHINESE DISHES,Mushroom Chilly,,100,
Uni-Hospital,CC,ChineseCafe,COMBO,Noodles + Honey Chilly,,100,
Uni-Hospital,CC,ChineseCafe,COMBO,Noodles + Chilly Potato,,100,
Uni-Hospital,CC,ChineseCafe,COMBO,Noodles + Manchurian,,110,
Uni-Hospital,CC,ChineseCafe,COMBO,Noodles + Cheese Chilly,,130,
Uni-Hospital,CC,ChineseCafe,COMBO,Noodles + Fries,,90,
Uni-Hospital,CC,ChineseCafe,COMBO,Noodles + Mushroom Chilly,,120,
Uni-Hospital,CC,ChineseCafe,COMBO,Veg Platter (Veg Momos + Veg Noodles + Manchurian),,120,
Uni-Hospital,CC,ChineseCafe,COMBO,Deluxe Platter (Paneer Momos + Paneer Noodles + Paneer Chilly),,150,
Uni-Hospital,CC,ChineseCafe,NOODLES,Veg Noodles,,60,
Uni-Hospital,CC,ChineseCafe,NOODLES,Schezwan Noodles,,70,
Uni-Hospital,CC,ChineseCafe,NOODLES,Mushroom Noodles,,80,
Uni-Hospital,CC,ChineseCafe,NOODLES,Paneer Noodles,,80,
Uni-Hospital,CC,ChineseCafe,NOODLES,Green Chilli Noodles,,80,
Uni-Hospital,CC,ChineseCafe,NOODLES,Sweet Corn Noodles,,80,
Uni-Hospital,CC,ChineseCafe,NOODLES,Hakka Noodles,,100,
Uni-Hospital,CC,ChineseCafe,NOODLES,Singapori Noodles,,100,
Uni-Hospital,CC,ChineseCafe,NOODLES,South Indian Noodles,,80,
Uni-Hospital,CC,ChineseCafe,NOODLES,Manchurian Corn Noodles,,90,
Uni-Hospital,CC,ChineseCafe,NOODLES,Peri-Peri Noodles,,80,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Veg Steam Momos,,60,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Veg Kurkure Momos,,70,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Peri Peri Kurkure Momos,,80,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Paneer Steam Momos,,80,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Paneer Kurkure Momos,,90,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Veg Gravy Momos,,100,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Malai Momos,,100,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Tandoori Momos,,100,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Special Pan Fried Momos,,100,
Uni-Hospital,CC,ChineseCafe,MOMOS (8pc),Paneer Gravy Momos,,120,
Uni-Hospital,CC,ChineseCafe,SPRING ROLL,Veg Spring Roll,,70,
Uni-Hospital,CC,ChineseCafe,SPRING ROLL,Paneer Spring Roll,,90,
Uni-Hospital,CC,ChineseCafe,SPRING ROLL,Chinese Roll,,80,
Uni-Hospital,CC,ChineseCafe,SPRING ROLL,Malai Spring Roll,,100,
Uni-Hospital,CC,ChineseCafe,SNACKS,Poha,,40,
Uni-Hospital,CC,ChineseCafe,SNACKS,Aloo Patties,,25,
Uni-Hospital,CC,ChineseCafe,SNACKS,Paneer Patties,,35,
Uni-Hospital,CC,ChineseCafe,SNACKS,Ragda Patties,,35,
Uni-Hospital,CC,ChineseCafe,SNACKS,Aloo Samosa,,20,
Uni-Hospital,CC,ChineseCafe,SNACKS,Channa Samosa,,60,
Uni-Hospital,CC,ChineseCafe,SNACKS,Noodles Samosa,,25,
Uni-Hospital,CC,ChineseCafe,SNACKS,Cheese Chilly Samosa,,30,
Uni-Hospital,CC,ChineseCafe,SNACKS,Macroni Samosa,,25,
Uni-Hospital,CC,ChineseCafe,SNACKS,Onion Rings,,60,
Uni-Hospital,CC,Protein House,Salads,Lemon Salad,,80,
Uni-Hospital,CC,Protein House,Salads,Cream Salad,,80,
Uni-Hospital,CC,Protein House,Salads,Steam Corn,,50,
Uni-Hospital,CC,Protein House,Salads,Steam Bean,,50,
Uni-Hospital,CC,Protein House,Salads,Russian Salad,,80,
Uni-Hospital,CC,Protein House,Salads,Mexican Salad,,80,
Uni-Hospital,CC,Protein House,Salads,Hearty Vegan,,180,
Uni-Hospital,CC,Protein House,Salads,Steam Veggies,,50,
Uni-Hospital,CC,Protein House,Salads,Sprouts Salad,,50,
Uni-Hospital,CC,Protein House,Salads,Sweet Potato,,50,
Uni-Hospital,CC,Protein House,Salads,Crusher Soya,,40,
Uni-Hospital,CC,Protein House,Wrap,Tofu Wrap,,60,
Uni-Hospital,CC,Protein House,Wrap,Keema Wrap,,70,
Uni-Hospital,CC,Protein House,Wrap,Beans Wrap,,70,
Uni-Hospital,CC,Protein House,Wrap,Corns Wrap,,70,
Uni-Hospital,CC,Protein House,Wrap,Vegan Wrap,,80,
Uni-Hospital,CC,Protein House,Wrap,Paneer Wrap,,80,
Uni-Hospital,CC,Protein House,Grill Sandwich,Grill Sandwich,,35,
Uni-Hospital,CC,Protein House,Grill Sandwich,Grill Keema Sandwich,,50,
Uni-Hospital,CC,Protein House,Grill Sandwich,Paneer Sandwich,,70,
Uni-Hospital,CC,Protein House,Grill Sandwich,Beans Sandwich,,60,
Uni-Hospital,CC,Protein House,Grill Sandwich,Vegan Sandwich,,70,
Uni-Hospital,CC,Protein House,Grill Sandwich,Peanut Sandwich,,70,
Uni-Hospital,CC,Protein House,Grill Sandwich,Corn Sandwich,,50,
Uni-Hospital,CC,Protein House,Grill Sandwich,Mix Sandwich,,70,
Uni-Hospital,CC,Protein House,Burgers,Patty Burger,,60,
Uni-Hospital,CC,Protein House,Burgers,Chunk Burger,,60,
Uni-Hospital,CC,Protein House,Burgers,Paneer Burger,,80,
Uni-Hospital,CC,Protein House,Burgers,Vegan Burger,,80,
Uni-Hospital,CC,Protein House,Burgers,Mix Burger,,80,
Uni-Hospital,CC,Protein House,Sub,Soya Patty Sub,,70,
Uni-Hospital,CC,Protein House,Sub,Paneer Tikka Sub,,85,
Uni-Hospital,CC,Protein House,Sub,Vegan Sub,,80,
Uni-Hospital,CC,Protein House,Sub,Mix Sub,,90,
Food Square,Block 8,Nand Juice,Juice,Orange Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Orange Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Orange Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Mix Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Mix Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Mix Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Mausami Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Mausami Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Mausami Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Pineapple Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Pineapple Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Pineapple Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Water Melon,Small,50,
Food Square,Block 8,Nand Juice,Juice,Water Melon,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Water Melon,Large,70,
Food Square,Block 8,Nand Juice,Juice,Musk Melon Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Musk Melon Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Musk Melon Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Carrot Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Carrot Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Carrot Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Apple Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Apple Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Apple Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Grape Juice,Small,50,
Food Square,Block 8,Nand Juice,Juice,Grape Juice,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Grape Juice,Large,70,
Food Square,Block 8,Nand Juice,Juice,Pomegranate Juice,Small,100,
Food Square,Block 8,Nand Juice,Juice,Pomegranate Juice,Medium,120,
Food Square,Block 8,Nand Juice,Juice,Pomegranate Juice,Large,150,
Food Square,Block 8,Nand Juice,Juice,Sugar Cane Juice,Small,30,
Food Square,Block 8,Nand Juice,Juice,Sugar Cane Juice,Medium,40,
Food Square,Block 8,Nand Juice,Juice,Sugar Cane Juice,Large,50,
Food Square,Block 8,Nand Juice,Juice,Fresh Lime Water,Small,20,
Food Square,Block 8,Nand Juice,Juice,Fresh Lime Water,Medium,30,
Food Square,Block 8,Nand Juice,Juice,Fresh Lime Water,Large,40,
Food Square,Block 8,Nand Juice,Juice,Fresh Lime Soda,Small,30,
Food Square,Block 8,Nand Juice,Juice,Fresh Lime Soda,Medium,40,
Food Square,Block 8,Nand Juice,Juice,Fresh Lime Soda,Large,50,
Food Square,Block 8,Nand Juice,Juice,Mango Lassi,Small,50,
Food Square,Block 8,Nand Juice,Juice,Mango Lassi,Medium,60,
Food Square,Block 8,Nand Juice,Juice,Mango Lassi,Large,70,
Food Square,Block 8,Nand Juice,Juice,Fresh Fruits Salad,Small,60,
Food Square,Block 8,Nand Juice,Juice,Fresh Fruits Salad,Medium,80,
Food Square,Block 8,Nand Juice,Shake,Banana Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Banana Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Banana Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Chocolate Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Chocolate Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Chocolate Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Cold Coffee,Small,50,
Food Square,Block 8,Nand Juice,Shake,Cold Coffee,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Cold Coffee,Large,70,
Food Square,Block 8,Nand Juice,Shake,Oreo Milk Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Oreo Milk Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Oreo Milk Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Strawberry,Small,50,
Food Square,Block 8,Nand Juice,Shake,Strawberry,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Strawberry,Large,70,
Food Square,Block 8,Nand Juice,Shake,Papaya Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Papaya Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Papaya Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Butter Scotch,Small,50,
Food Square,Block 8,Nand Juice,Shake,Butter Scotch,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Butter Scotch,Large,70,
Food Square,Block 8,Nand Juice,Shake,Mango Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Mango Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Mango Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Apple Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Apple Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Apple Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Vanilla Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Vanilla Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Vanilla Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Pineapple,Small,50,
Food Square,Block 8,Nand Juice,Shake,Pineapple,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Pineapple,Large,70,
Food Square,Block 8,Nand Juice,Shake,Kiwi Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Kiwi Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Kiwi Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Brahmi Shake,Small,50,
Food Square,Block 8,Nand Juice,Shake,Brahmi Shake,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Brahmi Shake,Large,70,
Food Square,Block 8,Nand Juice,Shake,Black Current,Small,50,
Food Square,Block 8,Nand Juice,Shake,Black Current,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Black Current,Large,70,
Food Square,Block 8,Nand Juice,Shake,Mango Lassi,Small,50,
Food Square,Block 8,Nand Juice,Shake,Mango Lassi,Medium,60,
Food Square,Block 8,Nand Juice,Shake,Mango Lassi,Large,70,
Uni-Hospital,CC,Govinda Fresh Bites,Thali,Veg Thali,,80,
Uni-Hospital,CC,Govinda Fresh Bites,Thali,Paneer Thali,,90,
Uni-Hospital,CC,Govinda Fresh Bites,Thali,Special Thali,,100,
Uni-Hospital,CC,Govinda Fresh Bites,Paratha,Paneer Paratha,,40,
Uni-Hospital,CC,Govinda Fresh Bites,Paratha,Mix Paratha,,30,
Uni-Hospital,CC,Govinda Fresh Bites,Paratha,Aloo Paratha,,30,
Uni-Hospital,CC,Govinda Fresh Bites,Paratha,Gobi Paratha,,30,
Uni-Hospital,CC,Govinda Fresh Bites,Paratha,Onion Paratha,,30,
Uni-Hospital,CC,Govinda Fresh Bites,Pakoda,Mix Pakoda,,50,
Uni-Hospital,CC,Govinda Fresh Bites,Pakoda,Paneer Pakoda,,20,
Uni-Hospital,CC,Govinda Fresh Bites,Pakoda,Bread Pakoda,,30,2 pc
Uni-Hospital,CC,Govinda Fresh Bites,Indian Food,Chana Bhatura,,60,2 pc
Uni-Hospital,CC,Govinda Fresh Bites,Rice,Dal Rice,,70,
Uni-Hospital,CC,Govinda Fresh Bites,Rice,Rajma Rice,,70,
Uni-Hospital,CC,Govinda Fresh Bites,Rice,Chana Rice,,70,
Uni-Hospital,CC,Govinda Fresh Bites,Rice,Paneer Rice,,90,
Uni-Hospital,CC,Govinda Fresh Bites,Rice,Kadhi Rice,,70,
Uni-Hospital,CC,Govinda Fresh Bites,Rice,Rice Bowl,,80,
Uni-Hospital,CC,Tripti,Dosa & Idli,Plain Dosa,,50,
Uni-Hospital,CC,Tripti,Dosa & Idli,Masala Dosa,,60,
Uni-Hospital,CC,Tripti,Dosa & Idli,Thattu Dosa,,60,
Uni-Hospital,CC,Tripti,Dosa & Idli,Onion Dosa,,60,
Uni-Hospital,CC,Tripti,Dosa & Idli,Onion Masala Dosa,,65,
Uni-Hospital,CC,Tripti,Dosa & Idli,Butter Dosa,,70,
Uni-Hospital,CC,Tripti,Dosa & Idli,Ghee Podi Dosa,,70,
Uni-Hospital,CC,Tripti,Dosa & Idli,Podi Dosa,,60,
Uni-Hospital,CC,Tripti,Dosa & Idli,Ghee Dosa,,70,
Uni-Hospital,CC,Tripti,Dosa & Idli,Uthappam,,70,
Uni-Hospital,CC,Tripti,Dosa & Idli,Tripti Special Dosa,,80,
Uni-Hospital,CC,Tripti,Dosa & Idli,Paneer Dosa,,100,
Uni-Hospital,CC,Tripti,Dosa & Idli,Idli 3 pcs,,40,
Uni-Hospital,CC,Tripti,Dosa & Idli,Ramassery Idli - 2 pcs,,50,
Uni-Hospital,CC,Tripti,South Breakfast,Idiyappam + Kadala/Veg Curry,,70,
Uni-Hospital,CC,Tripti,South Breakfast,Puttu + Kadala Curry,,70,
Uni-Hospital,CC,Tripti,South Breakfast,Porotta + Kadala/Veg Curry,,60,
Uni-Hospital,CC,Tripti,South Breakfast,Rava/Vermicelli Uppuma,,60,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Biriyani,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Thali,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Tomato Rice,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Lemon Rice,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Curd Rice,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Gobhi Rice,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Pappu Rice,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Fried Rice,,70,
Uni-Hospital,CC,Tripti,Biriyani Rice & Thali,Jeera Rice,,70,
Uni-Hospital,CC,Tripti,South Snacks,Onion Vada,,10,
Uni-Hospital,CC,Tripti,South Snacks,Dal Vada (Nippattu),,10,
Uni-Hospital,CC,Tripti,South Snacks,Medu Vada,,10,
Uni-Hospital,CC,Tripti,South Snacks,Bread Pokko Vada,,15,
Uni-Hospital,CC,Tripti,South Snacks,Sugheen Vada,,15,
Uni-Hospital,CC,Tripti,South Snacks,Samosa,,15,
Uni-Hospital,CC,Tripti,South Snacks,Pazham Pori,,20,
Uni-Hospital,CC,Tripti,South Snacks,Punugulu,,10,
Uni-Hospital,CC,Tripti,South Snacks,Snacks Combo + Chutney,,50,
Uni-Hospital,CC,Tripti,South Tea & Packed Snacks,South Tea,,15,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Naan With Channa (2pc),,70,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Naan With Nutri (2pc),,70,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Naan With Chaap (2pc),,70,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Naan With Paneer (2pc),,80,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Aatta Naan With Chaap (2pc),,80,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Aatta Naan With Nutri (2pc),,80,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Aatta Naan With Paneer (2pc),,90,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Tandoori Thali,,80,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Gobi Naan With Channa (1pc),,60,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Gobi Naan With Paneer (1pc),,70,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Paneer Naan With Channa (1pc),,60,
Uni-Hospital,CC,Tandoori Hub,Amritsari Naan,Paneer Naan With Paneer (1pc),,70,
Uni-Hospital,CC,Tandoori Hub,Pao Bhaji,Pao With Bhaji (3pc),,60,
Uni-Hospital,CC,Tandoori Hub,Pao Bhaji,Maska Pao Bhaji,,70,
Uni-Hospital,CC,Tandoori Hub,Pao Bhaji,Cheese Pao Bhaji,,70,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Kulcha With Channa,,60,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Kulcha With Nutri,,60,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Kulcha With Chaap,,60,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Kulcha With Paneer,,70,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Brown Kulcha With Channa,,70,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Brown Kulcha With Nutri,,70,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Brown Kulcha With Chaap,,70,
Uni-Hospital,CC,Tandoori Hub,Bread Kulcha,Brown Kulcha With Paneer,,80,
Uni-Hospital,CC,Tandoori Hub,Rice,Rajma Rice,,60,
Uni-Hospital,CC,Tandoori Hub,Rice,Channa Rice,,60,
Uni-Hospital,CC,Tandoori Hub,Rice,Nutri Rice,,60,
Uni-Hospital,CC,Tandoori Hub,Rice,Chaap Rice,,60,
Uni-Hospital,CC,Tandoori Hub,Rice,Paneer Rice,,70,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Malai Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Irani Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Affgani Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Achari Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Masala Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Tandoori Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Pudina Chaap With Plain Naan,,80,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Malai Paneer Tikka With Plain Naan,,90,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Tandoori Paneer Tikka With Plain Naan,,90,
Uni-Hospital,CC,Tandoori Hub,Soya Chaap,Mushroom Tikka With Plain Naan,,90,
Uni-Hospital,CC,Nescafe,Sandwich,Veg Cheese Sandwich,,90,
Uni-Hospital,CC,Nescafe,Sandwich,Paneer Makhni Sandwich,,110,
Uni-Hospital,CC,Nescafe,Sandwich,Chipotle Paneer Sandwich(With fries),,130,
Uni-Hospital,CC,Nescafe,Sandwich,Paneer Mint Sandwich (2 Piece),,50,
Uni-Hospital,CC,Nescafe,Fries,Salted Fries,,90,
Uni-Hospital,CC,Nescafe,Fries,Masala Fries,,90,
Uni-Hospital,CC,Nescafe,Fries,Peri Peri Fries,,90,
Uni-Hospital,CC,Nescafe,Fries,Mint Fries,,90,
Uni-Hospital,CC,Nescafe,Fries,Cheesy Fries,,100,
Uni-Hospital,CC,Nescafe,Fries,Loaded Fries,,130,
Uni-Hospital,CC,Nescafe,Fries,Ultimate Fries Bucket,,150,
Uni-Hospital,CC,Nescafe,Mojito,Virgin Mojito,,70,
Uni-Hospital,CC,Nescafe,Mojito,Green Apple Mojito,,70,
Uni-Hospital,CC,Nescafe,Mojito,Watermelon Mojito,,70,
Uni-Hospital,CC,Nescafe,Mojito,Passion Fruit Mojito,,70,
Uni-Hospital,CC,Nescafe,Mojito,Peach Mojito,,70,
Uni-Hospital,CC,Nescafe,Pasta,White Sauce Pasta,,100,
Uni-Hospital,CC,Nescafe,Pasta,Red Sauce Pasta,,100,
Uni-Hospital,CC,Nescafe,Pasta,Mix Sauce Pasta,,110,
Uni-Hospital,CC,Nescafe,Wrap,Aloo Tikki Wrap,,70,
Uni-Hospital,CC,Nescafe,Wrap,Paneer Wrap,,85,
Uni-Hospital,CC,Nescafe,Krusher,Chocolate Krusher,,80,
Uni-Hospital,CC,Nescafe,Krusher,Strawberry Krusher,,90,
Uni-Hospital,CC,Nescafe,Krusher,Banana Caramel Krusher,,90,
Uni-Hospital,CC,Nescafe,Krusher,Mango Alphanso Krusher,,90,
Uni-Hospital,CC,Nescafe,Krusher,Blueberry Krusher,,90,
Uni-Hospital,CC,Nescafe,Krusher,Salted Caramel Krusher,,90,
Uni-Hospital,CC,Nescafe,Krusher,Belgian Chocolate Krusher,,100,
Uni-Hospital,CC,Nescafe,Krusher,Kit-Kat Krusher,,100,
Uni-Hospital,CC,Nescafe,Krusher,Brownie Krusher,,110,
Uni-Hospital,CC,Nescafe,Cold Coffee,Iced Americano,,70,
Uni-Hospital,CC,Nescafe,Cold Coffee,Affogato,,80,
Uni-Hospital,CC,Nescafe,Cold Coffee,Iced Latte,,90,
Uni-Hospital,CC,Nescafe,Cold Coffee,Iced Cappuccino,,90,
Uni-Hospital,CC,Nescafe,Cold Coffee,Classic Cold Coffee with Ice Cream,,90,
Uni-Hospital,CC,Nescafe,Cold Coffee,Signature Cold Coffee with Ice Cream,,100,
Uni-Hospital,CC,Nescafe,Cold Coffee,Iced Mocha,,100,
Uni-Hospital,CC,Nescafe,Cold Coffee,Strong Cold Coffee,,110,
